date_publication,reference,objet,acheteurs_public,lieux,date_limite,estimation,caution,url
03/08/2026,03/AO/2026,"la réalisation des travaux de voirie et d’assainissement, d’eau potable, des travaux d’électrification, d’éclairage public et réseau téléphonique du projet Nassim Sud Tranche 3 (Secteur 6 et 7),",SOCIETE NATIONALE D'AMENAGEMENT COMMUNAL,CASABLANCA,"{'date': '01/09/2026', 'time': '10:00'}","54 138 720,00","650 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028289&orgAcronyme=g3h
05/08/2026,10007674/2026/SRMDT,"La mise en place d'un Système d'Information Géographique (SIG) institutionnel intégré, comprenant une Plateforme web SIG métier, au profit de la SRM Drâa-Tafilalet",SOCIETE REGIONALE MULTISERVICES DARAA - TAFILALET S.A,ERRACHIDIA,"{'date': '01/09/2026', 'time': '10:00'}","2 116 800,00","32 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028868&orgAcronyme=g3h
31/07/2026,120/26/AOO/ONDA,"Réalisation des actions de formation techniques au profit du personnel de l’ONDA :
Lot 1 : Formation RED Hat System Administration
Lot 2 : Formation et certification CISCO",OFFICE NATIONAL DES AEROPORTS,CASABLANCA,"{'date': '01/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028954&orgAcronyme=o8p
06/08/2026,55/2026/DGM,Achat de matériels informatiques pour le Centre International de Conférences de la Direction Générale de la Météorologie. (Préfecture d’Arrondissements Hay Hassani).,DIRECTEUR DE LA METEOROLOGIE NATIONALE,CASABLANCA,"{'date': '01/09/2026', 'time': '10:00'}","1 572 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029149&orgAcronyme=k2q
05/08/2026,14/2026/BG,Achat de matériel informatique pour les services de la Préfecture d'Oujda Angad .,WALI LA REGION DE L'ORIENTAL ET GOUVERNEUR DE LA PREFECTURE OUJDA ANGAD,OUJDA-ANGAD,"{'date': '01/09/2026', 'time': '10:00'}","297 900,00","4 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030185&orgAcronyme=g3h
06/08/2026,07/2026/DSI,Le renouvellement des licences de sécurité informatique – Firewall frontal et EDR de l’Agence Urbaine de Casablanca.,AGENCE URBAINE DE CASABLANCA,CASABLANCA,"{'date': '01/09/2026', 'time': '10:00'}","559 676,40","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030761&orgAcronyme=g3h
10/08/2026,15/Portnet/2026,La passation d'un marché pour la prestation d’accompagnement à la mise à jour et à l'amélioration du système de management de la continuité d'activité (SMCA) en vue de la certification iso 22301 :2019 au profit de PORTNET S.A. en lot unique,SOCIETE PORTNET SA,CASABLANCA,"{'date': '01/09/2026', 'time': '10:00'}","200 000,40","4 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031704&orgAcronyme=o8p
11/08/2026,MA/ANSS/560929/GO/RFQ,"Extension de la plateforme système d’information principale pour le compte de l’Agence
Nationale du Soutien Social (ANSS)",AGENCE NATIONALE DU SOUTIEN SOCIALE (ANSS),RABAT,"{'date': '01/09/2026', 'time': '09:30'}","1 750 000,00","25 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031524&orgAcronyme=g8e
11/08/2026,MA/ANSS/563718/GO/RFQ,"Acquisition, installation et mise en service de fournitures matérielles et logicielles
destinées au renforcement de l’infrastructure SI de l’Agence Nationale du Soutien Social
(ANSS)",AGENCE NATIONALE DU SOUTIEN SOCIALE (ANSS),RABAT,"{'date': '01/09/2026', 'time': '09:30'}","1 500 000,00","22 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031952&orgAcronyme=g8e
22/07/2026,60/2026/DGH,"Acquisition, installation et mise en service d’une solution de sauvegarde au profit de la Direction Générale de l’Hydraulique à Rabat",DIRECTION GENERALE DE L'HYDRAULIQUE,RABAT,"{'date': '31/08/2026', 'time': '14:00'}","1 656 000,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023445&orgAcronyme=o8p
04/08/2026,54AOM/SNRT/2026,Renouvellement des licences de la solution de gestion financière pour les besoins de la Société Nationale de Radiodiffusion et de Télévision. (pour la conclusion d’un marché reconductible),LA SOCIETE NATIONALE DE RADIODIFFUSION ET DE TELEVISION,RABAT,"{'date': '31/08/2026', 'time': '13:00'}","112 824,00","1 600,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029744&orgAcronyme=x6c
07/08/2026,76/2026,l’assistance technique de l’Administration pour la préparation à la certification du Système de Management de la Sécurité de l’Information mis en place à la norme ISO 27001/2022 (Lot unique).,DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,RABAT,"{'date': '31/08/2026', 'time': '11:30'}","558 000,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030890&orgAcronyme=g8e
04/08/2026,06/2026,Entretien du siège administratif de la Commune de Tiztoutine – Province de Nador.,Commune rurale de TIZTOUTINE,NADOR,"{'date': '31/08/2026', 'time': '11:00'}","560 000,00","11 200,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029941&orgAcronyme=f8y
07/08/2026,46/PA/BG/2026,Achat de matériel Informatique pour l’équipement de sept (07) postes de commandement relevant de la Province d’Al-Hoceima,GOUVERNEUR DE LA PROVINCE D'AL HOCEIMA,AL HOCEIMA,"{'date': '31/08/2026', 'time': '11:00'}","520 800,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030388&orgAcronyme=g3h
22/07/2026,17/DDE/DISI/2026,La refonte de l’infrastructure du réseau LAN des services déconcentrés de la Direction des Domaines de l’Etat en lot unique,DIRECTEUR DES DOMAINES,RABAT,"{'date': '31/08/2026', 'time': '10:00'}","1 638 000,00","24 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021359&orgAcronyme=g8e
10/08/2026,47/PA/BG/2026,Achat de matériel informatique pour le siège de la Province d’Al Hoceima.,GOUVERNEUR DE LA PROVINCE D'AL HOCEIMA,AL HOCEIMA,"{'date': '31/08/2026', 'time': '10:00'}","198 900,00","3 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030439&orgAcronyme=g3h
05/08/2026,60/2026/ABHL,Organisation d’une session de formation au profit des équipes d’exploitation des barrages au titre de l'année 2026.,AGENCE DU BASSIN HYDRAULIQUE DU LOUKKOS,TANGER-ASSILAH,"{'date': '28/08/2026', 'time': '11:45'}","115 200,00","2 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030544&orgAcronyme=d4q
12/08/2026,16/DDE/DISI/2026,"L'acquisition des licences d’utilisation avec mise à jour du logiciel de sauvegarde installé au niveau de la Direction des Domaines de l'Etat, en lot unique.",DIRECTEUR DES DOMAINES,RABAT,"{'date': '28/08/2026', 'time': '10:00'}","768 000,00","11 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022144&orgAcronyme=g8e
04/08/2026,47/2026/ALOMRANE_SOUSS_MASSA,"La réalisation des travaux d'électrification 1°, 2° catégorie, l’éclairage public, travaux de génie civil et le câblage téléphonique de la zone d’activités économique in site et hors site à la commune territoriale de Tata, Province de TATA.",SOCIETE AL OMRANE SOUSS MASSA,TATA,"{'date': '28/08/2026', 'time': '10:00'}","8 210 460,00","100 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028240&orgAcronyme=j8k
05/08/2026,44/INDH/2026,"Équipement de quatre (4) centres sociaux destinés aux personnes en situation de handicap, situés dans les communes d'Issaguen, d'Al Hoceïma et de Targuist.",GOUVERNEUR DE LA PROVINCE D'AL HOCEIMA,AL HOCEIMA,"{'date': '28/08/2026', 'time': '10:00'}","492 600,00","9 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029467&orgAcronyme=g3h
07/08/2026,02RV/2026,"DEPLOIEMENT, ACCOMPAGNEMENT ET FORMATION E-GRV pour la Société de développement local RABAT VOYAGEUR",SOCIETE DE DEVELOPPEMENT LOCAL RABAT VOYAGEURS,RABAT,"{'date': '28/08/2026', 'time': '10:00'}","950 000,00","15 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031136&orgAcronyme=g3h
07/08/2026,21/2026/BG,ACHAT DU MATÉRIEL INFORMATIQUE POUR LA PROVINCE DE JERADA (lot unique),GOUVERNEUR DE JERADA,JERADA,"{'date': '28/08/2026', 'time': '10:00'}","189 478,80","3 780,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031414&orgAcronyme=g3h
12/08/2026,33/2026/DGI,"l’acquisition, l'installation et la mise en service de l’extension d'équipements pour le compte du centre opérationnel de sécurité de la Direction Générale des Impôts (lot unique).",DIRECTEUR DES IMPOTS -RABAT,RABAT,"{'date': '28/08/2026', 'time': '10:00'}","658 320,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031862&orgAcronyme=g8e
04/08/2026,53/2026/ABHL,ACHAT DES LOGICIELS INFORMATIQUES POUR L’ABHL,AGENCE DU BASSIN HYDRAULIQUE DU LOUKKOS,TETOUAN,"{'date': '27/08/2026', 'time': '12:45'}","692 700,00","13 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029889&orgAcronyme=d4q
04/08/2026,52/2026/ABHL,ACHAT DES FOURNITURES ET PRODUITS POUR MATERIELS INFORMATIQUE.,AGENCE DU BASSIN HYDRAULIQUE DU LOUKKOS,TETOUAN,"{'date': '27/08/2026', 'time': '12:30'}","222 000,00","4 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029912&orgAcronyme=d4q
04/08/2026,AO/130/2026,TRAVAUX D’ACHEVEMENT DE RESEAU TELEPHONIQUE LOT CABLAGE DU LOTISSEMENT RYAD SAISS TRANCHE 1 A OULED TAYEB PREFECTURE DE FES,SOCIETE AL OMRANE FES MEKNES,FES,"{'date': '27/08/2026', 'time': '12:00'}","1 947 885,60","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029735&orgAcronyme=j8k
03/08/2026,08/2026/INDH,ACHAT ET INSTALLATION DE MATERIEL INFORMATIQUE POUR LES SALLES DE RESSOURCE ET DE SOUTIEN DES ELEVES EN SITUATION D'HANDICAP DES ETABLISSEMENTS SCOLAIRES RELEVANT DE LA DIRECTION PROVINCIALE DE GUELMIM L'ACADEMIE REGIONALE DE L'EDUCATION ET DE LA FORMATION DE LA REGION GUELMIM OUED NOUN.,WALI DE LA REGION GUELMIM-OUED NOUN ET GOUVERNEUR DE LA PROVINCE GUELMIM,Province de Guelmim,"{'date': '27/08/2026', 'time': '11:00'}","283 680,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026479&orgAcronyme=g3h
29/07/2026,06/2026/DSI,"L’acquisition, l’installation et la mise en service de matériel informatique à l’Agence Urbaine de Casablanca",AGENCE URBAINE DE CASABLANCA,CASABLANCA,"{'date': '27/08/2026', 'time': '11:00'}","2 412 000,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028595&orgAcronyme=g3h
04/08/2026,ao/129/2026,"TRAVAUX D’ELECTRIFICATION MOYENNE TENSION, BASSE TENSION, ECLAIRAGE PUBLIC & RESEAU TELEPHONIQUE DU LOTISSEMENT DE LA ZONE INDUSTRIELLE OUISLANE (65HA)
COMMUNE D’OUISLANE
PRRFECTURE DE MEKNES",SOCIETE AL OMRANE FES MEKNES,MEKNES,"{'date': '27/08/2026', 'time': '11:00'}","24 056 682,00","400 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029888&orgAcronyme=j8k
06/08/2026,20/2026/so3303up,Acquisition de matériel informatique pour huit (08)  postes de  commandement relevant de la Province  –Province de Sidi Kacem-lot unique,GOUVERNEUR DE LA PROVINCE DE SIDI KACEM,Province de Sidi Kacem,"{'date': '27/08/2026', 'time': '11:00'}","477 000,00","9 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029945&orgAcronyme=g3h
03/08/2026,A118/RRA/2026,TRAVAUX D’EQUIPEMENT DE LA MAISON DES JEUNES SIS RIAD BOUKNADEL-PREFECTURE DE SALE,RABAT REGION AMENAGEMENT,SALE,"{'date': '27/08/2026', 'time': '10:00'}","950 784,00","14 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029614&orgAcronyme=g8e
12/08/2026,17/2026/DPJL,"Renouvellement des licences firewalls pour le compte des tribunaux de la circonscription judiciaire de Laâyoune, en lot unique",DIRECTION PROVINCIALE DE LA JUSTICE A LAAYOUNE,LAAYOUNE,"{'date': '27/08/2026', 'time': '10:00'}","381 600,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030528&orgAcronyme=t5y
07/08/2026,22/2026/BG,Achat du Matériel Informatique destines aux postes de commandement de la province de Jerada (lot unique).,GOUVERNEUR DE JERADA,JERADA,"{'date': '27/08/2026', 'time': '10:00'}","278 208,00","5 563,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031426&orgAcronyme=g3h
10/08/2026,05/AOO/DIE/DG/ANP/2026,PRESTATIONS DE REPARATION ET DE REMISE EN SERVICE DE LA BOUEE HOULOGRAPHIQUE DU PORT DE JORF LASFAR,AGENCE NATIONALE DES PORTS,EL JADIDA,"{'date': '27/08/2026', 'time': '10:00'}","589 200,00","11 784,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031744&orgAcronyme=o8p
16/07/2026,21/FA/DIV.GF/DIV.SIT/ZN/2026,"Achat de matériels audio visuels et fournitures pour matériels audio visuels et informatiques destinés à l’Inspection Générale des Forces Auxiliaires Zone Nord Rabat en trois lots :
- Lot n°1 : Matériels audio visuels ;
- Lot n°2 : Fournitures pour matériels Audio Visuels ;
- Lot n°3 : Fournitures pour matériels informatiques.",INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE NORD,RABAT,"{'date': '26/08/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020867&orgAcronyme=g3h
03/08/2026,01/2026/INDHAAMI,SELECTION D'UNE ASSOCIATION QUALIFIEE POUR LA GESTION DU CENTRE D’EPANOUISSEMENT ARTISTIQUE ET LITTERAIRE DU CENTRE CULTUREL DES JEUNES A LA VILLE D’EL JADIDA.,GOUVERNEUR D'EL JADIDA,EL JADIDA,"{'date': '26/08/2026', 'time': '10:00'}","0,00","0,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029498&orgAcronyme=g3h
04/08/2026,17/ODCO/2026,Organisation et réalisation des sessions de formation au profit du personnel de l’Office du Développement de la Coopération,OFFICE DE DEVELOPPEMENT DE LA COOPERATION,RABAT,"{'date': '26/08/2026', 'time': '10:00'}","380 160,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030074&orgAcronyme=z0h
23/07/2026,08/2026/CARTTH,Assistance technique et accompagnement pour l’organisation du programme de Validation des Acquis et de l’Expérience Professionnelle (VAEP) au profit des artisans de la Région Tanger Tétouan Al-Hoceima,CHAMBRE DE L'ARTISANAT DE LA REGION TANGER TETOUAN AL HOCEIMA,TANGER-ASSILAH,"{'date': '25/08/2026', 'time': '11:00'}","300 000,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026579&orgAcronyme=d2q
27/07/2026,28/2026,"ACQUISITION DES LAMPES DES VIDEOPROJECTEURS AU PROFIT DES ECOLES ET COLLEGES PIONNIERS RELEVANT DE L’AREF DE LA REGION DE RABAT-SALE-KENITRA, EN LOT UNIQUE",ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION RABAT-SALE- KENITRA,RABAT,"{'date': '25/08/2026', 'time': '11:00'}","3 961 440,00","70 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027422&orgAcronyme=p8x
10/08/2026,18/2026/GDE/BG,ACHAT DE MATÉRIEL INFORMATIQUE AU PROFIT DU SECRÉTARIAT GÉNÉRAL ET DES POSTES COMMANDEMENTS RELEVANT DE LA PROVINCE D'ESSAOUIRA,GOUVERNEUR D'ESSAOUIRA,Province d'Essaouira,"{'date': '25/08/2026', 'time': '11:00'}","619 200,00","12 300,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028039&orgAcronyme=g3h
29/07/2026,34/2026/MEF/AC/INF,"l’acquisition, l’installation et la mise en œuvre d’une solution de détection et de réponse sur les postes de travail (EDR) et d’une solution de scan de fichiers ainsi que les prestations de formation y afférentes au profit du Ministère de l’Economie et des Finances à Rabat.","MINISTERE DE L'ECONOMIE, ET DES FINANCES",MAROC,"{'date': '25/08/2026', 'time': '10:00'}","1 719 600,00","34 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1004085&orgAcronyme=g8e
10/08/2026,11/BG/2026,Achat de matériel informatique au profit des postes de commandements relevant de la préfecture de Skhirate Témara.,GOUVERNEUR DE SKHIRAT TEMARA,SKHIRATE-TEMARA,"{'date': '25/08/2026', 'time': '10:00'}","566 400,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027503&orgAcronyme=g3h
31/07/2026,278/26/I/S,Achats de consommables informatiques de la SRM -MS DP SAFI,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,SAFI,"{'date': '25/08/2026', 'time': '10:00'}","959 748,00","19 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028997&orgAcronyme=g3h
31/07/2026,279/26/I/S,Acquisition de matériels informatiques (DP SAFI),SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,SAFI,"{'date': '25/08/2026', 'time': '10:00'}","570 000,00","11 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029009&orgAcronyme=g3h
31/07/2026,36/2026/AREPO,Acquisition des équipements informatiques au profit du pôle culturel à Ahfir Province de Berkane,AGENCE REGIONALE D'EXECUTION DES PROJETS DE L'ORIENTAL,BERKANE,"{'date': '24/08/2026', 'time': '14:00'}","192 000,00","2 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028226&orgAcronyme=f8y
31/07/2026,95/2026/SOREC,La captation et la retransmission des courses marocaines pour l’année 2026 pour le compte de la SOREC – En lot unique.,SOCIETE ROYALE D'ENCOURAGEMENT DU CHEVAL,CASABLANCA,"{'date': '24/08/2026', 'time': '11:00'}","1 440 000,00","25 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029302&orgAcronyme=q1s
12/08/2026,30/2026/BG,Achat de fournitures pour le matériel informatique pour le secrétariat Général de la Préfecture de Meknès,GOUVERNEUR DE LA PREFECTURE DE MEKNES,MEKNES,"{'date': '24/08/2026', 'time': '11:00'}","450 000,00","8 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032088&orgAcronyme=g3h
28/07/2026,31/2026,"Acquisition, installation et mise en service de matériel informatique et de logiciels pour le compte des Tribunaux de la Circonscription de la Cour d’Appel de Rabat en lot unique.",DIRECTION PROVINCIALE DE LA JUSTICE DE RABAT,RABAT,"{'date': '24/08/2026', 'time': '10:30'}","1 395 000,00","27 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1013743&orgAcronyme=t5y
11/08/2026,11/2026/DPA/42,Achat du matériel informatique pour les besoins des services de la direction provinciale de l’agriculture de Settat.,DIRECTION PROVINCIALE D'AGRICULTURE DE SETTAT,SETTAT,"{'date': '24/08/2026', 'time': '10:00'}","98 820,00","1 900,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1014559&orgAcronyme=q1s
12/08/2026,57/2026,ACQUISITION DES DISQUES DURS INTERNE (SSD) POUR LE COMPTE DES TRIBUNAUX RELEVANT DE LA CIRCONSCRIPTION JUDICIAIRE D’AGADIR EN LOT UNIQUE.,DIRECTION PROVINCIALE DE LA JUSTICE D'AGADIR,AGADIR IDA OU TANANE,"{'date': '24/08/2026', 'time': '10:00'}","388 800,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023893&orgAcronyme=t5y
11/08/2026,17/Portnet/2026,"La passation d'un marché reconductible pour la prestation de souscription, maintenance et assistance de la plateforme de supervision pour le compte de PORTNET S.A. en lot unique",SOCIETE PORTNET SA,CASABLANCA,"{'date': '24/08/2026', 'time': '10:00'}","657 600,00","13 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032007&orgAcronyme=o8p
20/07/2026,11/2026/C.KHOURIBGA,"ACQUISITION DE MATERIEL INFORMATIQUE
POUR LE COMPTE DE LA COMMUNE DE KHOURIBGA.",Commune urbaine de KHOURIBGA,KHOURIBGA,"{'date': '19/08/2026', 'time': '11:00'}","702 360,00","14 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018080&orgAcronyme=h5r
06/08/2026,09/2026/TRA,Assistance technique et suivi des travaux relatifs aux projets d’aménagement au niveau de la Région de Tanger-Tétouan-Al Hoceima pour le compte de la Société Tanger Région Aménagements,SOCIETE TANGER REGION AMENAGEMENTS S.A,TANGER-ASSILAH,"{'date': '19/08/2026', 'time': '11:00'}","2 281 200,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030884&orgAcronyme=g3h
28/07/2026,AOOI59/2026,"la souscription et la Mise en Œuvre d’une Solution Enterprise Browser Sécurisé, en lot unique.",CAISSE NATIONALE DE SECURITE SOCIALE,CASABLANCA,"{'date': '19/08/2026', 'time': '10:45'}","1 828 800,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027635&orgAcronyme=o4d
07/08/2026,69/2026,Acquisition Du Matériel Informatique Pour le Compte de la Délégation Générale à l’Administration Pénitentiaires et à la Réinsertion En lot unique.,DELEGATION GENERALE A L'ADMINISTRATION PENITENTIAIRE ET A LA REINSERTION,RABAT,"{'date': '19/08/2026', 'time': '10:30'}","1 196 640,00","18 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012286&orgAcronyme=h5j
24/07/2026,21/DP/2026,"ACQUISITION, INSTALLATION ET MISE EN SERVICE DES FIREWALLS et RENOUVELLEMENT DES LICENCES FIREWALLS POUR LE COMPTE DES TRIBUNAUX DE LA CIRCONSCRIPTION JUDICIAIRE DE SAFI.
(Province de SAFI, YOUSSOUFIA ET ESSAOUIRA) en lot unique / Région : MARRAKECH-SAFI",SOUS DIRECTEUR REGIONAL AUPRES DE LA COURS D'APPEL DE SAFI,ESSAOUIRA,"{'date': '19/08/2026', 'time': '10:00'}","840 000,00","15 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1017763&orgAcronyme=t5y
23/07/2026,013/2026/AMENDISTA,"Vente de ferraille issue des matériels informatiques -Ville de Tanger: 
Lot 1 : Matériels informatiques pour le compte d’Amendis Tanger ;
Lot 2 : Matériels informatiques pour le compte du service permanent de Contrôle de Tanger",AMENDIS,TANGER-ASSILAH,"{'date': '19/08/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026389&orgAcronyme=g3h
06/08/2026,17/PB/DFM/INDH/2026,l'achat du matériel informatique pour le fonctionnement des services INDH relevant de la Province de Boulemane,GOUVERNEUR DE BOULMANE,Province de Boulemane,"{'date': '19/08/2026', 'time': '10:00'}","208 680,00","4 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028063&orgAcronyme=g3h
05/08/2026,41/INDH/2026,"Acquisition de matériel de cuisine, informatique et de mobilier au profit de Dar Talib TABARANT commune Bni Bouchibet, Dar Talib Tamasint commune Imrabten et Dar Taliba Ait Kamra  (Province d’Al Hoceima)",GOUVERNEUR DE LA PROVINCE D'AL HOCEIMA,AL HOCEIMA,"{'date': '19/08/2026', 'time': '10:00'}","359 256,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029401&orgAcronyme=g3h
22/07/2026,AOO/006/2026/DTDOD,L’abonnement à un service de Supervision et de Surveillance de la Sécurité des Systèmes d’Information,AUTORITE MAROCAINE DU MARCHE DES CAPITAUX,RABAT,"{'date': '18/08/2026', 'time': '16:00'}","660 000,00","13 200,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026067&orgAcronyme=g8e
05/08/2026,3/INDH/P5/2025,"ACHAT DE MATERIEL INFORMATIQUE AU PROFIT LA DIVISION DE L’ACTION SOCIALE 
DE LA PREFECTURE M’DIQ FNIDEQ- LOT UNIQUE",GOUVERNEUR DE LA PREFECTUREDE M'DIQ-FNIDEQ,Préfecture M’diq Fnideq,"{'date': '18/08/2026', 'time': '12:00'}","194 160,00","3 800,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026137&orgAcronyme=g3h
04/08/2026,34/AOO/RRM/2026,L’acquisition de licences informatiques pour le compte de Rabat Région Mobilité,SOCIETE RABAT REGION MOBILITE,RABAT,"{'date': '18/08/2026', 'time': '12:00'}","350 000,00","6 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030083&orgAcronyme=g3h
